model_name,model_label,subset,target,n,rmse,mae,r2,normalized_rmse
hist_gradient_boosting,Gradient boosting,train_global,log_energy,1366,0.0050347908500296525,0.0036851029619705085,0.9986909335233232,0.008652754255846055
mlp,Neural network,test_global,recovery,342,0.007703968225364126,0.006124829919158517,0.9982091817473341,0.010615648964676283
mlp,Neural network,test_global,purity,342,0.002479206662787946,0.001921541923884952,0.9976402292397388,0.009993982313334981
mlp,Neural network,test_global,productivity_mol_h_kg,342,0.004351494461056025,0.003327054801954291,0.9977638065517371,0.009639224534543593
mlp,Neural network,test_global,energy_kJ_kgCO2,342,47.117330118825194,27.03314398816778,0.9925312454893688,0.0186040135459327
mlp,Neural network,test_global,log_energy,342,0.009183262690945394,0.006622650450008666,0.9953838488480385,0.016135017855684317
mlp,Neural network,test_purity_recovery_near,recovery,31,0.008229898044600288,0.0067719030599835825,0.9974292851323254,0.015859423069937706
mlp,Neural network,test_purity_recovery_near,purity,31,0.0023688646198268496,0.0018875169479190814,0.9990263546183783,0.009549180174682143
mlp,Neural network,test_purity_recovery_near,productivity_mol_h_kg,31,0.005617527377772502,0.004325805418781948,0.9941616895859157,0.017779772183192204
mlp,Neural network,test_purity_recovery_near,energy_kJ_kgCO2,31,24.070419901614837,19.36295796954231,0.9966374969961449,0.01799030500736638
mlp,Neural network,test_purity_recovery_near,log_energy,31,0.0070932337640865345,0.005853903979925819,0.9961436454011816,0.019516892483515298
mlp,Neural network,test_productivity_energy_near,recovery,6,0.0133755632478386,0.01212284442415551,-4.945176003385941,0.8065687842646079
mlp,Neural network,test_productivity_energy_near,purity,6,0.0021248081983794432,0.0014177443523060533,0.987570443587003,0.04415281282711241
mlp,Neural network,test_productivity_energy_near,productivity_mol_h_kg,6,0.00763521058968188,0.005910753497842508,0.9427801631202284,0.07451547819642461
mlp,Neural network,test_productivity_energy_near,energy_kJ_kgCO2,6,18.503914525044117,17.327751624756957,0.9127557779462021,0.11442532364474277
mlp,Neural network,test_productivity_energy_near,log_energy,6,0.007360405458530867,0.0068879168414382646,0.9112609577107292,0.11573700088665487
mlp,Neural network,test_pareto_focus,recovery,32,0.008490978296305454,0.0070103536975927114,0.9972610001976613,0.016362537706906353
mlp,Neural network,test_pareto_focus,purity,32,0.002447890928667396,0.0019603475391943535,0.9989735771141263,0.009867744796460154
mlp,Neural network,test_pareto_focus,productivity_mol_h_kg,32,0.005536837716981968,0.004242495911001034,0.9941786831227869,0.01752438512587738
mlp,Neural network,test_pareto_focus,energy_kJ_kgCO2,32,23.841114145159477,19.229544524154594,0.9966606530861054,0.017818921187913356
mlp,Neural network,test_pareto_focus,log_energy,32,0.007055331659106404,0.005850904451576627,0.9961454954594274,0.019412605590907666
mlp,Neural network,train_global,recovery,1366,0.006875760865649283,0.005454910315098795,0.9986199259780315,0.009081791875459043
mlp,Neural network,train_global,purity,1366,0.002160360976183814,0.00169063942813986,0.9983058762116842,0.007665592323640703
mlp,Neural network,train_global,productivity_mol_h_kg,1366,0.0037199129223227253,0.0028741480012753114,0.998414094051561,0.007916439754959355
mlp,Neural network,train_global,energy_kJ_kgCO2,1366,42.90189258079748,23.82335803988087,0.9942210508135015,0.016665718415835
mlp,Neural network,train_global,log_energy,1366,0.008063250610237285,0.005660185407465528,0.9966424758197577,0.013857442764136483
